1
584.6772,500.4966,643.3217,473.5891,683.2511,560.6136,624.6168,587.5215
587.0181,469.0188,662.4888,452.8824,686.4347,564.8761,610.9756,581.0155
585.7860,474.7950,674.0835,470.7609,680.0699,584.9213,591.7755,588.9561
588.0503,479.1251,676.6948,475.0909,682.6813,589.6919,594.0397,593.7267
587.7252,475.7663,669.5042,467.6546,681.5415,573.8264,599.7686,581.9396
587.2255,475.2718,669.4786,467.0588,681.6665,573.9343,599.4193,582.1489
587.2300,477.2719,669.4830,469.0588,681.6710,575.9344,599.4238,584.1490
587.2412,477.2143,669.4965,469.0008,681.6851,575.8796,599.4357,584.0946
587.2520,477.2349,669.4978,469.0234,681.6833,575.8881,599.4435,584.1011
587.3156,477.3245,669.5088,469.1243,681.6777,575.9111,599.4904,584.1129
587.1306,477.0317,669.5253,468.7884,681.7582,575.8741,599.3694,584.1190
587.1510,477.0276,669.5497,468.7834,681.7838,575.8750,599.3911,584.1207
587.1616,477.0019,669.5830,468.7529,681.8242,575.8781,599.4089,584.1285
587.1150,476.9921,669.5739,468.7350,681.8271,575.9160,599.3741,584.1746
586.8875,476.7764,669.5068,468.4851,681.8109,575.9041,599.1976,584.1970
586.9265,476.8217,669.5140,468.5372,681.8080,575.9089,599.2265,584.1949
586.8584,476.7361,669.5032,468.4393,681.8153,575.8960,599.1766,584.1943
586.8478,476.7217,669.5031,468.4227,681.8185,575.8949,599.1693,584.1954
586.8811,476.7105,669.5441,468.4098,681.8620,575.8936,599.2051,584.1958
587.1327,476.8516,669.6575,468.5805,681.9315,575.8591,599.4128,584.1317
587.4247,476.7979,669.8701,468.5437,682.1190,575.7046,599.6796,583.9603
587.5652,476.5292,670.0370,468.2694,682.2943,575.4694,599.8285,583.7308
587.6420,476.3660,670.2209,468.0833,682.5122,575.4423,599.9392,583.7266
587.5475,476.1844,670.2921,467.8663,682.6359,575.4710,599.8974,583.7907
587.5261,476.1583,670.3034,467.8332,682.6576,575.4865,599.8864,583.8132
