1
309.4522,539.7489,323.5150,539.2158,325.5246,592.2214,311.4619,592.7545
309.9601,520.4785,324.4267,520.8123,323.1687,575.3404,308.7021,575.0066
303.1851,531.7491,318.1163,531.0319,320.8195,587.3113,305.8882,588.0284
328.9382,519.5178,343.0868,519.6244,342.6849,572.9539,328.5363,572.8472
319.7077,513.8160,332.8812,514.0309,332.0708,563.6851,318.8972,563.4701
323.5235,477.7646,338.4533,485.7836,308.2276,542.0573,293.2978,534.0383
330.3590,448.4000,347.1349,457.5302,312.7209,520.7626,295.9450,511.6324
357.2485,433.0402,373.6530,446.7578,321.9480,508.5899,305.5436,494.8723
379.2054,427.7303,394.8644,440.5290,346.6228,499.5511,330.9639,486.7523
404.3994,423.9865,418.8911,436.9827,369.9054,491.6050,355.4138,478.6088
422.2242,422.0849,436.4467,431.6011,400.5775,485.2085,386.3552,475.6922
442.9075,421.7005,456.2366,430.9520,421.3651,481.1921,408.0362,471.9405
452.2828,426.8517,465.0333,436.2993,429.4224,484.3587,416.6720,474.9109
466.7953,415.6758,479.9126,425.4747,442.9778,474.9166,429.8606,465.1176
494.4406,423.6016,505.0365,435.0465,461.8977,474.9844,451.3020,463.5394
521.5129,430.9183,531.8918,440.9023,494.2596,480.0227,483.8807,470.0386
543.7888,428.9568,552.2247,437.0109,521.8666,468.8079,513.4307,460.7537
548.4443,411.7224,555.5059,419.4397,526.4177,446.0558,519.3563,438.3386
533.9577,400.8129,541.3066,408.5643,512.0895,436.2635,504.7408,428.5120
534.8484,393.8603,541.4034,400.7947,515.2660,425.5019,508.7110,418.5675
537.1215,395.8938,543.2077,402.4325,518.5617,425.3723,512.4756,418.8336
538.1335,388.6567,544.2244,395.0863,519.9896,418.0439,513.8988,411.6143
533.0916,380.2839,539.1473,386.8179,514.5187,409.6432,508.4630,403.1091
524.6962,367.1394,531.1398,373.8024,506.0253,398.0893,499.5818,391.4263
519.3085,352.1698,527.3756,358.2104,504.6068,388.6166,496.5398,382.5760
527.1044,348.7634,535.9771,355.3785,511.0427,388.8210,502.1702,382.2059
532.3358,329.7040,537.6421,337.3051,508.9918,357.3054,503.6855,349.7044
538.9866,314.7472,544.5989,322.3344,516.0008,343.4880,510.3886,335.9009
564.8162,292.4420,569.6461,298.4384,547.0442,316.6429,542.2144,310.6466
572.2440,282.5492,573.9903,286.2418,560.0720,292.8238,558.3257,289.1312
578.6728,256.7571,581.4243,260.0894,568.8637,270.4600,566.1123,267.1277
576.0605,227.0652,580.9216,247.9705,502.1251,266.2913,497.2642,245.3864
595.0020,231.4586,600.6539,248.5993,536.0468,269.9014,530.3950,252.7610
606.5881,255.0341,612.2683,272.2740,547.2874,293.6829,541.6072,276.4433
