1
49.5422,575.8495,47.8191,45.0399
72.4067,586.4025,48.7351,44.5744
96.1038,595.0509,48.9396,44.8822
120.2836,604.6455,49.2630,44.9245
145.2393,613.3562,49.1092,45.1007
172.8061,621.1433,49.4937,45.2288
198.1157,628.3638,49.3481,45.6306
226.1278,633.9664,49.9313,46.1545
255.0628,639.9402,49.9775,46.4874
285.7844,646.0673,49.4058,46.8922
320.3148,652.6583,49.0458,47.1878
351.1557,654.8278,48.0466,47.6306
385.2468,657.8096,46.9557,47.4265
417.7440,659.7764,45.9424,47.7522
450.1246,660.8512,45.2744,47.7083
483.1557,656.8121,44.1408,46.6362
515.0369,656.9303,43.2024,46.8445
545.1221,650.8466,42.6332,46.1380
575.6686,644.7110,42.0282,45.1498
601.6129,638.4249,41.3930,43.7966
631.6783,631.8616,40.6510,42.6433
654.2883,625.8108,40.4732,41.2129
681.4435,619.9974,39.6772,40.0541
702.9868,614.0695,38.7371,39.0338
720.8689,608.7291,37.5336,38.2323
738.6995,604.4932,36.6648,37.3420
760.2335,600.7913,36.1366,36.5995
778.0363,596.9586,35.4527,36.2430
799.5253,593.3699,34.6358,35.3122
819.6388,593.3421,33.4540,35.1266
835.3056,589.6007,33.0711,34.4486
851.7547,586.4330,32.4604,33.8910
870.9005,583.5064,31.9078,33.2467
888.3058,580.3993,31.7227,32.6358
902.7591,579.0604,31.2016,32.4281
915.4378,576.9655,31.0171,31.7691
932.7276,576.3826,30.4560,31.4550
945.6620,573.3205,29.8287,30.9223
958.7269,571.3632,29.5440,30.2473
968.4652,568.8134,29.1150,29.6645
980.6463,568.8521,28.4226,29.5128
989.5656,568.9849,27.8911,29.9887
998.0119,570.3026,27.9583,30.0284
1008.8800,563.3053,28.2213,29.7653
1016.9036,559.2753,28.4358,29.6887
1024.1803,554.2714,28.8466,29.0582
1027.9861,548.6293,28.5464,28.4561
1038.6648,538.2177,30.3226,25.8590
1049.0938,528.0344,32.1338,23.6806
1053.5045,517.8464,33.1260,22.1118
1060.4966,507.8739,34.0584,21.1051
1060.7808,499.2923,32.3340,21.8693
1067.8394,489.5849,32.8891,20.6650
1068.7024,482.4447,31.1170,21.8794
1069.5405,482.1400,29.6649,22.9754
1076.4668,462.7320,29.4790,23.0750
1073.2943,452.9889,30.9840,21.5015
1072.8180,446.0438,31.8036,20.8666
1076.3442,436.5970,31.8890,20.0775
1075.6912,430.5197,31.9301,19.2363
1072.0917,427.1497,32.4987,18.2558
1071.6991,420.5024,32.8213,17.4482
1071.7750,413.8388,32.9592,16.7878
1073.8154,407.2999,32.6322,16.2414
1072.9235,401.1530,32.4796,15.7825
1073.0057,395.1086,32.0668,15.5091
1073.4443,391.5453,31.3064,15.1671
1073.6211,382.8807,30.3782,14.9677
1073.4467,376.9773,29.4202,14.7517
1073.6093,368.7077,28.4322,14.5042
1073.5947,363.2717,27.5729,14.1690
1071.5624,357.6005,26.9538,13.8302
1070.8412,352.4398,26.1605,13.4856
1068.6267,349.7452,25.6308,13.0549
1066.6920,347.5286,24.9722,12.8212
1066.0619,345.3434,24.2107,12.6355
1065.8685,342.6992,23.5686,12.4496
1066.0787,340.0696,23.0336,12.2896
1066.0074,337.4562,22.5977,12.1186
1066.4951,335.3459,22.2021,11.9488
1067.5315,335.3102,21.7783,11.8226
1068.7023,335.4745,21.5458,11.7068
1070.9747,335.8711,20.9479,11.5787
1073.1300,337.8149,20.7681,11.3818
1075.3807,339.9915,20.6892,11.2976
1077.9935,342.3155,20.7251,11.2032
1082.4288,346.2169,20.6253,11.0667
1085.2788,346.3080,20.5719,10.9784
1090.5071,346.0950,20.5922,10.9351
1095.6093,345.9977,20.5185,10.9292
1098.7134,347.6881,20.6664,10.8690
1102.7388,345.9142,20.7273,10.8126
1105.7572,343.7435,21.0896,10.7333
1112.3308,339.6884,21.1482,10.7124
1116.7904,335.7289,21.0788,10.7198
1120.7793,333.3947,21.0772,10.5886
1123.3405,328.8766,21.1688,10.4705
1125.5464,324.8799,21.3884,10.3173
1127.5092,322.9316,21.3506,10.3196
1126.9036,320.6134,21.3995,10.1459
1126.4854,318.3944,21.5181,10.0100
1125.1407,316.4013,21.5243,10.0000
1123.9237,316.1093,21.7406,10.0000
1120.8668,315.9113,22.0096,10.0000
1117.3826,317.5333,22.0141,10.0000
1115.6610,317.3231,22.1975,10.0000
1111.9471,317.4379,22.7517,10.0000
1109.4375,317.3589,23.0252,10.0000
1106.6063,317.0324,23.4263,10.0000
1104.1982,314.7853,23.7120,10.0000
1103.3921,314.4389,23.8620,10.0000
1102.3677,313.9380,24.0002,10.0000
1101.5345,313.4927,23.9543,10.0000
