1
171.9697,23.9091,25.0000,60.0000
170.8182,22.9091,25.0000,60.0000
172.9697,21.9091,25.0000,60.0000
174.9697,17.7500,25.0000,60.0000
173.8182,17.5116,25.0000,60.0000
172.8182,17.5116,25.0000,60.0000
168.6667,20.7209,25.0000,60.0000
165.4062,20.5116,25.0000,60.0000
162.4062,20.5116,25.0000,60.0000
159.4062,20.5116,25.0000,60.0000
156.4062,20.5116,25.0000,60.0000
153.4062,20.5116,25.0000,60.0000
153.6250,20.5116,25.0000,60.0000
153.6250,23.7209,25.0000,60.0000
153.6250,26.7209,25.0000,60.0000
156.8438,29.7209,25.0000,60.0000
158.9697,29.5116,25.0000,60.0000
157.8182,29.5116,25.0000,60.0000
156.8182,32.7209,25.0000,60.0000
155.8182,32.5116,25.0000,60.0000
154.8182,35.7209,25.0000,60.0000
150.6667,38.7209,25.0000,60.0000
147.4062,41.7209,25.0000,60.0000
141.1875,44.7209,25.0000,60.0000
133.5152,47.7209,25.0000,60.0000
133.6250,47.5116,25.0000,60.0000
136.8438,50.7209,25.0000,60.0000
142.1212,56.9302,25.0000,60.0000
143.9697,59.0682,25.0000,60.0000
149.1212,67.3864,25.0000,60.0000
154.1212,73.9302,25.0000,60.0000
159.1212,76.0682,25.0000,60.0000
160.9697,81.2273,25.0000,60.0000
159.8182,89.3864,25.0000,60.0000
158.8182,92.7209,25.0000,60.0000
160.9697,95.7209,25.0000,60.0000
159.8182,98.7209,25.0000,60.0000
158.8182,114.5581,25.0000,60.0000
157.8182,114.5116,25.0000,60.0000
159.9697,117.7209,25.0000,60.0000
158.8182,120.7209,25.0000,60.0000
157.8182,123.7209,25.0000,60.0000
156.8182,126.7209,25.0000,60.0000
158.9697,123.3023,25.0000,60.0000
157.8182,123.5116,25.0000,60.0000
159.9697,123.5116,25.0000,60.0000
158.8182,126.7209,25.0000,60.0000
157.8182,126.5116,25.0000,60.0000
159.9697,126.5116,25.0000,60.0000
158.8182,126.5116,25.0000,60.0000
160.9697,123.3023,25.0000,60.0000
162.9697,107.4651,25.0000,60.0000
164.9697,107.5116,25.0000,60.0000
163.8182,104.3023,25.0000,60.0000
165.9697,98.0930,25.0000,60.0000
167.9697,90.5909,25.0000,60.0000
166.8182,84.0930,25.0000,60.0000
168.9697,82.9091,25.0000,60.0000
170.9697,78.7500,25.0000,60.0000
170.9697,78.7500,25.0000,60.0000
170.9697,78.7500,25.0000,60.0000
170.9697,78.7500,25.0000,60.0000
170.9697,78.7500,25.0000,60.0000
170.9697,78.7500,25.0000,60.0000
170.9697,78.7500,25.0000,60.0000
170.9697,78.7500,25.0000,60.0000
170.9697,78.7500,25.0000,60.0000
163.5152,75.3023,25.0000,60.0000
163.6250,72.3023,25.0000,60.0000
163.6250,72.5116,25.0000,60.0000
163.6250,72.5116,25.0000,60.0000
160.4062,72.5116,25.0000,60.0000
160.6250,75.7209,25.0000,60.0000
160.6250,75.5116,25.0000,60.0000
160.6250,78.7209,25.0000,60.0000
157.4062,78.5116,25.0000,60.0000
157.6250,81.7209,25.0000,60.0000
157.6250,81.5116,25.0000,60.0000
157.6250,78.3023,25.0000,60.0000
157.6250,78.5116,25.0000,60.0000
157.6250,75.3023,25.0000,60.0000
160.8438,72.3023,25.0000,60.0000
162.9697,72.5116,25.0000,60.0000
164.9697,72.5116,25.0000,60.0000
166.9697,72.5116,25.0000,60.0000
165.8182,72.5116,25.0000,60.0000
164.8182,72.5116,25.0000,60.0000
163.8182,72.5116,25.0000,60.0000
162.8182,72.5116,25.0000,60.0000
161.8182,72.5116,25.0000,60.0000
163.9697,72.5116,25.0000,60.0000
162.8182,72.5116,25.0000,60.0000
161.8182,72.5116,25.0000,60.0000
163.9697,72.5116,25.0000,60.0000
165.9697,72.5116,25.0000,60.0000
164.8182,72.5116,25.0000,60.0000
166.9697,72.5116,25.0000,60.0000
165.8182,72.5116,25.0000,60.0000
167.9697,72.5116,25.0000,60.0000
166.8182,72.5116,25.0000,60.0000
165.8182,72.5116,25.0000,60.0000
164.8182,72.5116,25.0000,60.0000
163.8182,72.5116,25.0000,60.0000
162.8182,72.5116,25.0000,60.0000
164.9697,72.5116,25.0000,60.0000
163.8182,72.5116,25.0000,60.0000
165.9697,75.7209,25.0000,60.0000
164.8182,75.5116,25.0000,60.0000
163.8182,75.5116,25.0000,60.0000
165.9697,75.5116,25.0000,60.0000
164.8182,75.5116,25.0000,60.0000
163.8182,75.5116,25.0000,60.0000
165.9697,75.5116,25.0000,60.0000
164.8182,75.5116,25.0000,60.0000
166.9697,75.5116,25.0000,60.0000
165.8182,75.5116,25.0000,60.0000
164.8182,75.5116,25.0000,60.0000
166.9697,75.5116,25.0000,60.0000
165.8182,75.5116,25.0000,60.0000
164.8182,75.5116,25.0000,60.0000
163.8182,75.5116,25.0000,60.0000
