1
759.0000,261.0000,129.0000,184.0000
758.0000,261.0000,134.0000,182.0000
756.0000,259.0000,141.0000,183.0000
753.0000,258.0000,148.0000,186.0000
746.0000,255.0000,165.0000,187.0000
742.0000,253.0000,178.0000,188.0000
738.0000,252.0000,187.0000,185.0000
726.0000,254.0000,199.0000,186.0000
719.0000,258.0000,205.0000,186.0000
707.0000,253.0000,214.0000,200.0000
705.0000,245.0000,224.0000,208.0000
699.0000,242.0000,241.0000,215.0000
699.0000,239.0000,248.0000,215.0000
691.0000,231.0000,266.0000,224.0000
688.0000,232.0000,264.0000,228.0000
674.0000,223.0000,287.0000,232.0000
661.0000,215.0000,295.0000,231.0000
644.0000,206.0000,325.0000,238.0000
630.0000,198.0000,349.0000,228.0000
625.0000,200.0000,372.0000,231.0000
636.0000,194.0000,371.0000,251.0000
645.0000,187.0000,379.0000,253.0000
632.0000,173.0000,379.0000,246.0000
624.0000,160.0000,407.0000,261.0000
595.0000,163.0000,409.0000,264.0000
610.0000,167.0000,409.0000,263.0000
596.0000,165.0000,423.0000,258.0000
600.0000,161.0000,415.0000,262.0000
585.0000,171.0000,418.0000,259.0000
561.0000,156.0000,422.0000,256.0000
593.0000,146.0000,461.0000,282.0000
592.0000,127.0000,465.0000,252.0000
607.0000,130.0000,457.0000,249.0000
619.0000,134.0000,460.0000,276.0000
582.0000,121.0000,467.0000,298.0000
576.0000,112.0000,470.0000,299.0000
563.0000,120.0000,487.0000,303.0000
539.0000,117.0000,484.0000,306.0000
541.0000,120.0000,489.0000,303.0000
523.0000,117.0000,477.0000,304.0000
521.0000,123.0000,487.0000,302.0000
499.0000,122.0000,472.0000,300.0000
526.0000,120.0000,460.0000,296.0000
503.0000,103.0000,471.0000,304.0000
485.0000,94.0000,470.0000,305.0000
492.0000,112.0000,460.0000,305.0000
510.0000,127.0000,439.0000,287.0000
503.0000,129.0000,432.0000,285.0000
575.0000,195.0000,401.0000,281.0000
559.0000,191.0000,388.0000,280.0000
566.0000,210.0000,371.0000,280.0000
566.0000,209.0000,357.0000,279.0000
571.0000,219.0000,345.0000,274.0000
562.0000,218.0000,343.0000,286.0000
549.0000,222.0000,337.0000,280.0000
549.0000,229.0000,313.0000,281.0000
539.0000,233.0000,308.0000,281.0000
551.0000,246.0000,297.0000,282.0000
548.0000,249.0000,283.0000,292.0000
542.0000,256.0000,271.0000,291.0000
545.0000,273.0000,248.0000,281.0000
541.0000,280.0000,240.0000,275.0000
537.0000,294.0000,236.0000,267.0000
539.0000,292.0000,223.0000,264.0000
533.0000,304.0000,215.0000,259.0000
524.0000,309.0000,212.0000,258.0000
521.0000,325.0000,204.0000,244.0000
520.0000,327.0000,203.0000,239.0000
518.0000,324.0000,199.0000,246.0000
510.0000,328.0000,202.0000,243.0000
504.0000,336.0000,202.0000,229.0000
504.0000,341.0000,200.0000,215.0000
499.0000,349.0000,199.0000,207.0000
501.0000,352.0000,202.0000,197.0000
496.0000,358.0000,203.0000,191.0000
